"interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","annotation","interaction_name_2","evidence","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"SEMA3E_PLXND1","SEMA3","SEMA3E","PLXND1","","","","","Secreted Signaling","SEMA3E - PLXND1","PMID: 22325954","FALSE","SEMA3E","Semaphorin","Secreted","Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Disulfide bond, Differentiation, Secreted, Angiogenesis, Neurogenesis, Alternative splicing, Glycoprotein","secreted","FALSE","PLXND1","Plexin","Lamellipodium membrane, Cell membrane, Cell projection","Cell projection, Membrane, Signal, Developmental protein, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Angiogenesis, Alternative splicing, Repeat, 3D-structure, Glycoprotein","Receptors","Other_receptors;Plexin","","","TRUE","CellChatDB v1"
"ADM_CALCR","CALCR","ADM","CALCR","","","","","Secreted Signaling","ADM - CALCR","KEGG: hsa04080","FALSE","ADM","Adrenomedullin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","CALCR","G-protein coupled receptor 2","Cell membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Direct protein sequencing, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v1"
"ADM_CALCRL","CALCR","ADM","CALCRL","","","","","Secreted Signaling","ADM - CALCRL","KEGG: hsa04080","FALSE","ADM","Adrenomedullin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","CALCRL","G-protein coupled receptor 2","Cell membrane","Transducer, Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Direct protein sequencing, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v1"
"CALCA_CALCR","CALCR","CALCA","CALCR","","","","","Secreted Signaling","CALCA - CALCR","KEGG: hsa04080","TRUE","CALCA","Calcitonin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone","hormone","FALSE","CALCR","G-protein coupled receptor 2","Cell membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Direct protein sequencing, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v1"
"CALCA_CALCRL","CALCR","CALCA","CALCRL","","","","","Secreted Signaling","CALCA - CALCRL","KEGG: hsa04080","TRUE","CALCA","Calcitonin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone","hormone","FALSE","CALCRL","G-protein coupled receptor 2","Cell membrane","Transducer, Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Direct protein sequencing, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v1"
"CRH_CRHR2","CRH","CRH","CRHR2","","","","","Secreted Signaling","CRH - CRHR2","KEGG: hsa04080","FALSE","CRH","Sauvagine/corticotropin-releasing factor/urotensin I","Secreted","Signal, Reference proteome, Amidation, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","CRHR2","G-protein coupled receptor 2","Cell membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v1"
"ENHO_GPR19","ENHO","ENHO","GPR19","","","","","Secreted Signaling","ENHO - GPR19","PMID: 28476646","FALSE","ENHO","","Secreted","Secreted, Alternative splicing, Signal, Reference proteome","",NA,"GPR19","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein","Receptors","GPCR;Rhodopsin","","",NA,"CellChatDB v1"
"GAS6_AXL","GAS","GAS6","AXL","","","","","Secreted Signaling","GAS6 - AXL","PMID: 27801848","FALSE","GAS6","","Secreted","Signal, Growth regulation, Reference proteome, Host-virus interaction, Metal-binding, Disulfide bond, Phosphoprotein, Secreted, Gamma-carboxyglutamic acid, Calcium, 3D-structure, Glycoprotein, Alternative splicing, EGF-like domain, Repeat","secreted","FALSE","AXL","Protein kinase superfamily, Tyr protein kinase","Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Differentiation, Kinase, Transmembrane, ATP-binding, Host cell receptor for virus entry, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, Proto-oncogene, Phosphoprotein, Oncogene, 3D-structure, Nucleotide-binding, Ubl conjugation","Receptors","Axl;Kinase","","","TRUE","CellChatDB v1"
"GAS6_MERTK","GAS","GAS6","MERTK","","","","","Secreted Signaling","GAS6 - MERTK","PMID: 27801848","FALSE","GAS6","","Secreted","Signal, Growth regulation, Reference proteome, Host-virus interaction, Metal-binding, Disulfide bond, Phosphoprotein, Secreted, Gamma-carboxyglutamic acid, Calcium, 3D-structure, Glycoprotein, Alternative splicing, EGF-like domain, Repeat","secreted","FALSE","MERTK","Protein kinase superfamily, Tyr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, 3D-structure, Nucleotide-binding, Retinitis pigmentosa","Receptors","Axl;Kinase","","","TRUE","CellChatDB v1"
"GAS6_TYRO3","GAS","GAS6","TYRO3","","","","","Secreted Signaling","GAS6 - TYRO3","PMID: 27801848","FALSE","GAS6","","Secreted","Signal, Growth regulation, Reference proteome, Host-virus interaction, Metal-binding, Disulfide bond, Phosphoprotein, Secreted, Gamma-carboxyglutamic acid, Calcium, 3D-structure, Glycoprotein, Alternative splicing, EGF-like domain, Repeat","secreted","FALSE","TYRO3","Protein kinase superfamily, Tyr protein kinase","Cell membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Kinase, ATP-binding, Host cell receptor for virus entry, Receptor, Tyrosine-protein kinase, Transferase, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure, Nucleotide-binding, Cell adhesion, Repeat","Receptors","Axl;Kinase","","","TRUE","CellChatDB v1"
"GRN_SORT1","GRN","GRN","SORT1","","","","","Secreted Signaling","GRN - SORT1","PMID: 29555433","FALSE","GRN","Granulin","Secreted, Lysosome","Lysosome, Signal, Reference proteome, Neurodegeneration, Neuronal ceroid lipofuscinosis, Disulfide bond, Secreted, Direct protein sequencing, Alternative splicing, Repeat, 3D-structure, Cytokine, Glycoprotein","",NA,"SORT1","VPS10-related sortilin","Golgi apparatus, Golgi stack membrane, Lysosome membrane, Cell membrane, Nucleus membrane, Endosome membrane, Endoplasmic reticulum membrane","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Lysosome, Endocytosis, Developmental protein, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Transport, Direct protein sequencing, Golgi apparatus, Cleavage on pair of basic residues, Osteogenesis, 3D-structure, Palmitate, Endosome, Repeat","Receptors","Other_receptors;VPS10R","","","TRUE","CellChatDB v1"
"INSL3_RXFP2","RLN","INSL3","RXFP2","","","","","Secreted Signaling","INSL3 - RXFP2","KEGG: hsa04080","FALSE","INSL3","Insulin","Secreted","Disease variant, Signal, Reference proteome, Disulfide bond, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone","hormone","FALSE","RXFP2","G-protein coupled receptor 1","Cell membrane","Transducer, Disease variant, Membrane, Leucine-rich repeat, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, Repeat, 3D-structure, Glycoprotein","Receptors","GPCR;Rhodopsin","","","TRUE","CellChatDB v1"
"INSL5_RXFP2","RLN","INSL5","RXFP2","","","","","Secreted Signaling","INSL5 - RXFP2","KEGG: hsa04080","FALSE","INSL5","Insulin","Secreted","Signal, Reference proteome, Pyrrolidone carboxylic acid, Disulfide bond, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","RXFP2","G-protein coupled receptor 1","Cell membrane","Transducer, Disease variant, Membrane, Leucine-rich repeat, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, Repeat, 3D-structure, Glycoprotein","Receptors","GPCR;Rhodopsin","","","TRUE","CellChatDB v1"
"NPVF_NPFFR1","NPVF","NPVF","NPFFR1","","","","","Secreted Signaling","NPVF - NPFFR1","PMID: 29106375","FALSE","NPVF","FARP (FMRFamide related peptide)","Secreted","Signal, Reference proteome, Amidation, Secreted, Neuropeptide, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing","",NA,"NPFFR1","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein","Receptors","GPCR;Rhodopsin","","","TRUE","CellChatDB v1"
"NPVF_NPFFR2","NPVF","NPVF","NPFFR2","","","","","Secreted Signaling","NPVF - NPFFR2","PMID: 29106375","FALSE","NPVF","FARP (FMRFamide related peptide)","Secreted","Signal, Reference proteome, Amidation, Secreted, Neuropeptide, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing","",NA,"NPFFR2","G-protein coupled receptor 1","Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, Glycoprotein","Receptors","GPCR;Rhodopsin","","","TRUE","CellChatDB v1"
"OSTN_NPR3","OSTN","OSTN","NPR3","","","","","Secreted Signaling","OSTN - NPR3","PMID: 29326144","FALSE","OSTN","Osteocrin","Secreted","Signal, Developmental protein, Reference proteome, Amidation, Secreted, Differentiation, Cleavage on pair of basic residues, Hormone","",NA,"NPR3","ANF receptor","Cell membrane","Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Direct protein sequencing, Receptor, Alternative splicing, Chloride, 3D-structure, Glycoprotein","Receptors","Kinase;RGC","","",NA,"CellChatDB v1"
"PMCH_MERTK","PMCH","PMCH","MERTK","","","","","Secreted Signaling","PMCH - MERTK","PMID: 30501104","TRUE","PMCH","Melanin-concentrating hormone","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Amidation, Secreted, Neuropeptide, Differentiation, Cleavage on pair of basic residues, Spermatogenesis, Hormone","hormone","FALSE","MERTK","Protein kinase superfamily, Tyr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, 3D-structure, Nucleotide-binding, Retinitis pigmentosa","Receptors","Axl;Kinase","","","TRUE","CellChatDB v1"
"PROS1_AXL","PROS","PROS1","AXL","","","","","Secreted Signaling","PROS1 - AXL","PMID: 29531161","FALSE","PROS1","","Secreted","Blood coagulation, Disulfide bond, Secreted, Gamma-carboxyglutamic acid, EGF-like domain, Thrombophilia, Glycoprotein, Disease variant, Fibrinolysis, Hydroxylation, Signal, Reference proteome, Calcium, Cleavage on pair of basic residues, Zymogen, 3D-structure, Hemostasis, Repeat","",NA,"AXL","Protein kinase superfamily, Tyr protein kinase","Cell membrane","Immunity, Membrane, Host-virus interaction, Disulfide bond, Differentiation, Kinase, Transmembrane, ATP-binding, Host cell receptor for virus entry, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, Proto-oncogene, Phosphoprotein, Oncogene, 3D-structure, Nucleotide-binding, Ubl conjugation","Receptors","Axl;Kinase","","","TRUE","CellChatDB v1"
"PROS1_TYRO3","PROS","PROS1","TYRO3","","","","","Secreted Signaling","PROS1 - TYRO3","PMID: 30501104","FALSE","PROS1","","Secreted","Blood coagulation, Disulfide bond, Secreted, Gamma-carboxyglutamic acid, EGF-like domain, Thrombophilia, Glycoprotein, Disease variant, Fibrinolysis, Hydroxylation, Signal, Reference proteome, Calcium, Cleavage on pair of basic residues, Zymogen, 3D-structure, Hemostasis, Repeat","",NA,"TYRO3","Protein kinase superfamily, Tyr protein kinase","Cell membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Kinase, ATP-binding, Host cell receptor for virus entry, Receptor, Tyrosine-protein kinase, Transferase, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure, Nucleotide-binding, Cell adhesion, Repeat","Receptors","Axl;Kinase","","","TRUE","CellChatDB v1"
"PSAP_GPR37","PSAP","PSAP","GPR37","","","","","Secreted Signaling","PSAP - GPR37","PMID: 23690594","FALSE","PSAP","","Secreted, Lysosome","Secreted, Disulfide bond, Gaucher disease, Parkinsonism, Leukodystrophy, Metachromatic leukodystrophy, Alternative splicing, Sphingolipid metabolism, Glycoprotein, Gangliosidosis, Disease variant, Parkinson disease, Lysosome, Signal, Reference proteome, Neurodegeneration, Lipid metabolism, Direct protein sequencing, 3D-structure, Repeat","secreted","FALSE","GPR37","G-protein coupled receptor 1","Endoplasmic reticulum membrane, Cell membrane","Transducer, Ubl conjugation, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Endoplasmic reticulum, Glycoprotein","Receptors","GPCR;Rhodopsin","","","TRUE","CellChatDB v1"
"PTH_PTH1R","PTH","PTH","PTH1R","","","","","Secreted Signaling","PTH - PTH1R","KEGG: hsa04080","FALSE","PTH","Parathyroid hormone","Secreted","Disease variant, Signal, Reference proteome, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","PTH1R","G-protein coupled receptor 2","Cell membrane","Transducer, Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Dwarfism, Glycoprotein","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v1"
"PTH_PTH2R","PTH","PTH","PTH2R","","","","","Secreted Signaling","PTH - PTH2R","KEGG: hsa04080","TRUE","PTH","Parathyroid hormone","Secreted","Disease variant, Signal, Reference proteome, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","PTH2R","G-protein coupled receptor 2","Cell membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v1"
"PTHLH_PTH1R","PTH","PTHLH","PTH1R","","","","","Secreted Signaling","PTHLH - PTH1R","PMID: 29577935","FALSE","PTHLH","Parathyroid hormone","Cytoplasm, Secreted, Nucleus","Disease variant, Signal, Reference proteome, Nucleus, Secreted, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, Alternative splicing, Cytoplasm, 3D-structure, Hormone","hormone","FALSE","PTH1R","G-protein coupled receptor 2","Cell membrane","Transducer, Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Dwarfism, Glycoprotein","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v1"
"RARRES2_CMKLR1","CHEMERIN","RARRES2","CMKLR1","","","","","Secreted Signaling","RARRES2 - CMKLR1","PMID: 24671882","FALSE","RARRES2","","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Differentiation, Direct protein sequencing, Chemotaxis, Inflammatory response","secreted","FALSE","CMKLR1","Chemokine-like receptor (CMKLR)","Cell membrane","Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, Glycoprotein","Receptors","GPCR;Rhodopsin","","","TRUE","CellChatDB v1"
"UCN_CRHR2","UCN","UCN","CRHR2","","","","","Secreted Signaling","UCN - CRHR2","KEGG: hsa04080","FALSE","UCN","Sauvagine/corticotropin-releasing factor/urotensin I","Secreted","Signal, Reference proteome, Amidation, Secreted, Hearing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","CRHR2","G-protein coupled receptor 2","Cell membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v1"
"KLK1_F2R","KLK","KLK1","F2R","","","","","Secreted Signaling","KLK1 - F2R","PMID: 35102281;PMID: 33543017","FALSE","KLK1","Peptidase S1","","Signal, Hydrolase, Reference proteome, Protease, Disulfide bond, Direct protein sequencing, Zymogen, Alternative splicing, 3D-structure, Serine protease, Glycoprotein","",NA,"F2R","G-protein coupled receptor 1","Cell membrane","Transducer, Blood coagulation, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Hemostasis, Glycoprotein","Receptors","GPCR;Rhodopsin","","","TRUE","CellChatDB v2"
"KLK7_F2RL1","KLK","KLK7","F2RL1","","","","","Secreted Signaling","KLK7 - F2RL1","PMID: 33543017","FALSE","KLK7","Peptidase S1","Secreted","Signal, Hydrolase, Reference proteome, Protease, Disulfide bond, Secreted, Direct protein sequencing, Zymogen, Alternative splicing, 3D-structure, Serine protease, Glycoprotein","",NA,"F2RL1","G-protein coupled receptor 1","Cell membrane","Immunity, Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Reference proteome, Lipoprotein, Cell membrane, Innate immunity, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, 3D-structure, Palmitate, Inflammatory response, Ubl conjugation","Receptors","GPCR;Rhodopsin","","",NA,"CellChatDB v2"
"ADM_CALCR_RAMP1","ADM","ADM","CALCR_RAMP1","","","","","Secreted Signaling","ADM - (CALCR+RAMP1)","PMID: 33462236","FALSE","ADM","Adrenomedullin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","CALCR, RAMP1","G-protein coupled receptor 2, RAMP","Cell membrane, Membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Direct protein sequencing, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein, Transport","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v2"
"ADM_CALCR_RAMP2","ADM","ADM","CALCR_RAMP2","","","","","Secreted Signaling","ADM - (CALCR+RAMP2)","PMID: 33462236","FALSE","ADM","Adrenomedullin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","RAMP2, CALCR","RAMP, G-protein coupled receptor 2","Membrane, Cell membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, Alternative splicing, 3D-structure, Glycoprotein, Transducer, Cell membrane, Alternative promoter usage, Direct protein sequencing, G-protein coupled receptor","Receptors","Other_receptors;RAMP, GPCR;Secretin","","","TRUE","CellChatDB v2"
"ADM_CALCR_RAMP3","ADM","ADM","CALCR_RAMP3","","","","","Secreted Signaling","ADM - (CALCR+RAMP3)","PMID: 33462236","FALSE","ADM","Adrenomedullin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","RAMP3, CALCR","RAMP, G-protein coupled receptor 2","Cell membrane, Membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, 3D-structure, Glycoprotein, Transducer, Alternative promoter usage, Direct protein sequencing, Alternative splicing, G-protein coupled receptor","Receptors","Other_receptors;RAMP, GPCR;Secretin","","","TRUE","CellChatDB v2"
"ADM_CALCRL_RAMP1","ADM","ADM","CALCRL_RAMP1","","","","","Secreted Signaling","ADM - (CALCRL+RAMP1)","PMID: 33462236","FALSE","ADM","Adrenomedullin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","CALCR, RAMP1","G-protein coupled receptor 2, RAMP","Cell membrane, Membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Direct protein sequencing, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein, Transport","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v2"
"ADM_CALCRL_RAMP2","ADM","ADM","CALCRL_RAMP2","","","","","Secreted Signaling","ADM - (CALCRL+RAMP2)","PMID: 33462236","FALSE","ADM","Adrenomedullin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","RAMP2, CALCR","RAMP, G-protein coupled receptor 2","Membrane, Cell membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, Alternative splicing, 3D-structure, Glycoprotein, Transducer, Cell membrane, Alternative promoter usage, Direct protein sequencing, G-protein coupled receptor","Receptors","Other_receptors;RAMP, GPCR;Secretin","","","TRUE","CellChatDB v2"
"ADM_CALCRL_RAMP3","ADM","ADM","CALCRL_RAMP3","","","","","Secreted Signaling","ADM - (CALCRL+RAMP3)","PMID: 33462236","FALSE","ADM","Adrenomedullin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone","hormone","FALSE","RAMP3, CALCR","RAMP, G-protein coupled receptor 2","Cell membrane, Membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, 3D-structure, Glycoprotein, Transducer, Alternative promoter usage, Direct protein sequencing, Alternative splicing, G-protein coupled receptor","Receptors","Other_receptors;RAMP, GPCR;Secretin","","","TRUE","CellChatDB v2"
"CALCA_CALCR_RAMP1","CALC","CALCA","CALCR_RAMP1","","","","","Secreted Signaling","CALCA - (CALCR+RAMP1)","PMID: 30741933;PMID: 18599553","TRUE","CALCA","Calcitonin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone","hormone","FALSE","CALCR, RAMP1","G-protein coupled receptor 2, RAMP","Cell membrane, Membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Direct protein sequencing, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein, Transport","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v2"
"CALCA_CALCR_RAMP2","CALC","CALCA","CALCR_RAMP2","","","","","Secreted Signaling","CALCA - (CALCR+RAMP2)","PMID: 30741933;PMID: 18599553","TRUE","CALCA","Calcitonin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone","hormone","FALSE","RAMP2, CALCR","RAMP, G-protein coupled receptor 2","Membrane, Cell membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, Alternative splicing, 3D-structure, Glycoprotein, Transducer, Cell membrane, Alternative promoter usage, Direct protein sequencing, G-protein coupled receptor","Receptors","Other_receptors;RAMP, GPCR;Secretin","","","TRUE","CellChatDB v2"
"CALCA_CALCR_RAMP3","CALC","CALCA","CALCR_RAMP3","","","","","Secreted Signaling","CALCA - (CALCR+RAMP3)","PMID: 30741933;PMID: 18599553","TRUE","CALCA","Calcitonin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone","hormone","FALSE","RAMP3, CALCR","RAMP, G-protein coupled receptor 2","Cell membrane, Membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, 3D-structure, Glycoprotein, Transducer, Alternative promoter usage, Direct protein sequencing, Alternative splicing, G-protein coupled receptor","Receptors","Other_receptors;RAMP, GPCR;Secretin","","","TRUE","CellChatDB v2"
