"interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","annotation","interaction_name_2","evidence","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"CALCA_CALCRL_RAMP1","CALC","CALCA","CALCRL_RAMP1","","","","","Secreted Signaling","CALCA - (CALCRL+RAMP1)","PMID: 30741933;PMID: 18599553","TRUE","CALCA","Calcitonin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone","hormone","FALSE","CALCR, RAMP1","G-protein coupled receptor 2, RAMP","Cell membrane, Membrane","Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Alternative promoter usage, Direct protein sequencing, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein, Transport","Receptors","GPCR;Secretin","","","TRUE","CellChatDB v2"
"CALCA_CALCRL_RAMP2","CALC","CALCA","CALCRL_RAMP2","","","","","Secreted Signaling","CALCA - (CALCRL+RAMP2)","PMID: 30741933;PMID: 18599553","TRUE","CALCA","Calcitonin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone","hormone","FALSE","RAMP2, CALCR","RAMP, G-protein coupled receptor 2","Membrane, Cell membrane","Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, Alternative splicing, 3D-structure, Glycoprotein, Transducer, Cell membrane, Alternative promoter usage, Direct protein sequencing, G-protein coupled receptor","Receptors","Other_receptors;RAMP, GPCR;Secretin","","","TRUE","CellChatDB v2"
"CALCA_CALCRL_RAMP3","CALC","CALCA","CALCRL_RAMP3","","","","","Secreted Signaling","CALCA - (CALCRL+RAMP3)","PMID: 30741933;PMID: 18599553","TRUE","CALCA","Calcitonin","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone, Signal, Reference proteome, Disulfide bond, Secreted, Amidation, Phosphoprotein, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Hormone","hormone","FALSE","RAMP3, CALCR","RAMP, G-protein coupled receptor 2","Cell membrane, Membrane","Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Transport, Receptor, 3D-structure, Glycoprotein, Transducer, Alternative promoter usage, Direct protein sequencing, Alternative splicing, G-protein coupled receptor","Receptors","Other_receptors;RAMP, GPCR;Secretin","","","TRUE","CellChatDB v2"
"PROC_PROCR_HSP90AA1","PROCR","PROC","PROCR_HSP90AA1","","","","","Secreted Signaling","PROC - (PROCR+HSP90AA1)","PMID: 35320720","TRUE","PROC","Peptidase S1","Endoplasmic reticulum, Golgi apparatus, Secreted","Blood coagulation, Protease, Secreted, Disulfide bond, Gamma-carboxyglutamic acid, Alternative splicing, EGF-like domain, Endoplasmic reticulum, Glycoprotein, Thrombophilia, Disease variant, Hydrolase, Reference proteome, Signal, Phosphoprotein, Direct protein sequencing, Calcium, Golgi apparatus, Cleavage on pair of basic residues, Zymogen, Hemostasis, 3D-structure, Hydroxylation, Serine protease, Repeat","secreted","FALSE","PROCR, HSP90AA1","Heat shock protein 90","Membrane, Melanosome, Cytoplasm, Nucleus, Cell membrane, Mitochondrion","Blood coagulation, Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, 3D-structure, Hemostasis, Glycoprotein, Stress response, Host-virus interaction, Mitochondrion, ATP-binding, Cytoplasm, Alternative splicing, Chaperone, Hydrolase, Cell membrane, Nucleus, Phosphoprotein, Direct protein sequencing, S-nitrosylation, Nucleotide-binding, Acetylation, Ubl conjugation","Unclassified","Unclassified","","","FALSE","CellChatDB v2"
"PROC_PROCR_F2R","PROCR","PROC","PROCR_F2R","","","","","Secreted Signaling","PROC - (PROCR+F2R)","PMID: 29217770","FALSE","PROC","Peptidase S1","Endoplasmic reticulum, Golgi apparatus, Secreted","Blood coagulation, Protease, Secreted, Disulfide bond, Gamma-carboxyglutamic acid, Alternative splicing, EGF-like domain, Endoplasmic reticulum, Glycoprotein, Thrombophilia, Disease variant, Hydrolase, Reference proteome, Signal, Phosphoprotein, Direct protein sequencing, Calcium, Golgi apparatus, Cleavage on pair of basic residues, Zymogen, Hemostasis, 3D-structure, Hydroxylation, Serine protease, Repeat","secreted","FALSE","PROCR, F2R","G-protein coupled receptor 1","Membrane, Cell membrane","Blood coagulation, Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, 3D-structure, Hemostasis, Glycoprotein, Transducer, Cell membrane, Phosphoprotein, G-protein coupled receptor","Receptors, Unclassified","GPCR;Rhodopsin, Unclassified","","","FALSE","CellChatDB v2"
"PTPRS_NTRK3","PTPR","PTPRS","NTRK3","","","","","Secreted Signaling","PTPRS - NTRK3","PMID:21262467;PMID:25385546;","FALSE","PTPRS","Protein-tyrosine phosphatase","Perikaryon, Cell projection, Axon, Synaptosome, Synaptic vesicle membrane, Cytoplasmic vesicle, Growth cone, Neuron projection, Secretory vesicle, Postsynaptic density, Synapse, Cell membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Cell projection, Hydrolase, Reference proteome, Signal, Immunoglobulin domain, Cell membrane, Transmembrane helix, Synaptosome, Synapse, Protein phosphatase, 3D-structure, Cell adhesion, Heparin-binding, Repeat","","TRUE","NTRK3","Protein kinase superfamily, Tyr protein kinase","Membrane","Membrane, Leucine-rich repeat, Disulfide bond, Differentiation, Kinase, Transmembrane, ATP-binding, Receptor, Neurogenesis, Alternative splicing, Tyrosine-protein kinase, Transferase, Glycoprotein, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Transmembrane helix, Phosphoprotein, Direct protein sequencing, 3D-structure, Nucleotide-binding, Repeat","Receptors","Kinase;neutrophin","","","TRUE","CellChatDB v2"
"SLITRK4_PTPRS","SLITRK","SLITRK4","PTPRS","","","","","Secreted Signaling","SLITRK4 - PTPRS","PMID: 30648269;PMID: 30822649","FALSE","SLITRK4","SLITRK","Cell membrane, Membrane","Membrane, Leucine-rich repeat, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transmembrane, Repeat, Glycoprotein","","TRUE","PTPRS","Protein-tyrosine phosphatase","Perikaryon, Cell projection, Axon, Synaptosome, Synaptic vesicle membrane, Cytoplasmic vesicle, Growth cone, Neuron projection, Secretory vesicle, Postsynaptic density, Synapse, Cell membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Cell projection, Hydrolase, Reference proteome, Signal, Immunoglobulin domain, Cell membrane, Transmembrane helix, Synaptosome, Synapse, Protein phosphatase, 3D-structure, Cell adhesion, Heparin-binding, Repeat","Receptors","Other_receptors;ReceptorTypePhosphatases","","","TRUE","CellChatDB v2"
"SLITRK6_PTPRS","SLITRK","SLITRK6","PTPRS","","","","","Secreted Signaling","SLITRK6 - PTPRS","PMID: 30648269;PMID: 30822649","FALSE","SLITRK6","SLITRK","Cell membrane","Vision, Membrane, Leucine-rich repeat, Signal, Reference proteome, Cell membrane, Transmembrane helix, Transmembrane, Hearing, Sensory transduction, Deafness, Repeat","","TRUE","PTPRS","Protein-tyrosine phosphatase","Perikaryon, Cell projection, Axon, Synaptosome, Synaptic vesicle membrane, Cytoplasmic vesicle, Growth cone, Neuron projection, Secretory vesicle, Postsynaptic density, Synapse, Cell membrane","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Glycoprotein, Cell projection, Hydrolase, Reference proteome, Signal, Immunoglobulin domain, Cell membrane, Transmembrane helix, Synaptosome, Synapse, Protein phosphatase, 3D-structure, Cell adhesion, Heparin-binding, Repeat","Receptors","Other_receptors;ReceptorTypePhosphatases","","","TRUE","CellChatDB v2"
"BDNF_SORT1","NT","BDNF","SORT1","","","","","Secreted Signaling","BDNF - SORT1","uniprot","FALSE","BDNF","NGF-beta","Secreted","Disease variant, Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Alternative promoter usage, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Glycoprotein","growth factor","FALSE","SORT1","VPS10-related sortilin","Golgi apparatus, Golgi stack membrane, Lysosome membrane, Cell membrane, Nucleus membrane, Endosome membrane, Endoplasmic reticulum membrane","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Lysosome, Endocytosis, Developmental protein, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Transport, Direct protein sequencing, Golgi apparatus, Cleavage on pair of basic residues, Osteogenesis, 3D-structure, Palmitate, Endosome, Repeat","Receptors","Other_receptors;VPS10R","","","TRUE","CellChatDB v2"
"BDNF_NGFR","NT","BDNF","NGFR","","","","","Secreted Signaling","BDNF - NGFR","uniprot","FALSE","BDNF","NGF-beta","Secreted","Disease variant, Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Alternative promoter usage, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Glycoprotein","growth factor","FALSE","NGFR","","Perikaryon, Cell projection, Growth cone, Cell membrane, Dendritic spine","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Cell projection, Developmental protein, Signal, Biological rhythms, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Synapse, 3D-structure, Repeat","Receptors","Other_receptors;TNFNGF","","","TRUE","CellChatDB v2"
"NRG1_INTEGRIN_A6B4_COMPLEX","NRG","NRG1","ITGA6_ITGB4","","","","","Secreted Signaling","NRG1 - (ITGA6+ITGB4)","PMID: 20682778","TRUE","NRG1","Neuregulin","Membrane-bound isoform]: Cell membrane, [Pro-neuregulin-1","Membrane, Disulfide bond, Secreted, Transmembrane, Growth factor, Alternative splicing, EGF-like domain, Glycoprotein, Chromosomal rearrangement, Reference proteome, Immunoglobulin domain, Cell membrane, Nucleus, Transmembrane helix, Direct protein sequencing, 3D-structure","growth factor","TRUE","ITGA6, ITGB4","Integrin alpha chain, Integrin beta chain","Cell membrane, Hemidesmosome, Cell junction","Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Signal, Reference proteome, Integrin, Lipoprotein, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Cleavage on pair of basic residues, Epidermolysis bullosa, 3D-structure, Palmitate, Cell adhesion, Repeat, Disease variant, Cell junction","Receptors","Integrin;Other_receptors","Adhesion receptor","","TRUE","CellChatDB v2"
"NTF3_NGFR","NT","NTF3","NGFR","","","","","Secreted Signaling","NTF3 - NGFR","uniprot","FALSE","NTF3","NGF-beta","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Alternative splicing, 3D-structure, Glycoprotein","growth factor","FALSE","NGFR","","Perikaryon, Cell projection, Growth cone, Cell membrane, Dendritic spine","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Cell projection, Developmental protein, Signal, Biological rhythms, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Apoptosis, Synapse, 3D-structure, Repeat","Receptors","Other_receptors;TNFNGF","","","TRUE","CellChatDB v2"
"PROC_PROCR","PROC","PROC","PROCR","","","","","Secreted Signaling","PROC - PROCR","uniprot;STRING","FALSE","PROC","Peptidase S1","Endoplasmic reticulum, Golgi apparatus, Secreted","Blood coagulation, Protease, Secreted, Disulfide bond, Gamma-carboxyglutamic acid, Alternative splicing, EGF-like domain, Endoplasmic reticulum, Glycoprotein, Thrombophilia, Disease variant, Hydrolase, Reference proteome, Signal, Phosphoprotein, Direct protein sequencing, Calcium, Golgi apparatus, Cleavage on pair of basic residues, Zymogen, Hemostasis, 3D-structure, Hydroxylation, Serine protease, Repeat","secreted","FALSE","PROCR","","Membrane","Blood coagulation, Membrane, Signal, Reference proteome, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, 3D-structure, Hemostasis, Glycoprotein","Unclassified","Unclassified","","","FALSE","CellChatDB v2"
"SLIT1_ROBO1","SLIT","SLIT1","ROBO1","","","","","Secreted Signaling","SLIT1 - ROBO1","PMID:10102268","FALSE","SLIT1","","Secreted","Leucine-rich repeat, Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Neurogenesis, Alternative splicing, Repeat, EGF-like domain, Glycoprotein","secreted","FALSE","ROBO1","Immunoglobulin superfamily, ROBO","Endoplasmic reticulum-Golgi intermediate compartment membrane, Cell membrane, Cell projection, Axon","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Repeat, Glycoprotein, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Chemotaxis, 3D-structure, Ubl conjugation","Receptors","IG;OtherROBO","","","TRUE","CellChatDB v2"
"SLIT2_ROBO1","SLIT","SLIT2","ROBO1","","","","","Secreted Signaling","SLIT2 - ROBO1","PMID:10102268","FALSE","SLIT2","","Secreted","Leucine-rich repeat, Disulfide bond, Differentiation, Secreted, Neurogenesis, Alternative splicing, EGF-like domain, Glycoprotein, Signal, Developmental protein, Reference proteome, Direct protein sequencing, Chemotaxis, 3D-structure, Heparin-binding, Repeat","secreted","FALSE","ROBO1","Immunoglobulin superfamily, ROBO","Endoplasmic reticulum-Golgi intermediate compartment membrane, Cell membrane, Cell projection, Axon","Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Repeat, Glycoprotein, Cell projection, Developmental protein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, Chemotaxis, 3D-structure, Ubl conjugation","Receptors","IG;OtherROBO","","","TRUE","CellChatDB v2"
"SLIT2_ROBO2","SLIT","SLIT2","ROBO2","","","","","Secreted Signaling","SLIT2 - ROBO2","PMID:10102268","FALSE","SLIT2","","Secreted","Leucine-rich repeat, Disulfide bond, Differentiation, Secreted, Neurogenesis, Alternative splicing, EGF-like domain, Glycoprotein, Signal, Developmental protein, Reference proteome, Direct protein sequencing, Chemotaxis, 3D-structure, Heparin-binding, Repeat","secreted","FALSE","ROBO2","Immunoglobulin superfamily, ROBO","Membrane","Membrane, Disulfide bond, Differentiation, Transmembrane, Neurogenesis, Alternative splicing, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Transmembrane helix, Phosphoprotein, Chemotaxis, 3D-structure, Repeat","Receptors","IG;OtherROBO","","","TRUE","CellChatDB v2"
"TULP2_TYRO3","TULP","TULP2","TYRO3","","","","","Secreted Signaling","TULP2 - TYRO3","PMID: 30501104","FALSE","TULP2","TUB","Cytoplasm, Secreted","Phosphoprotein, Secreted, Cytoplasm, Reference proteome","",NA,"TYRO3","Protein kinase superfamily, Tyr protein kinase","Cell membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Kinase, ATP-binding, Host cell receptor for virus entry, Receptor, Tyrosine-protein kinase, Transferase, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure, Nucleotide-binding, Cell adhesion, Repeat","Receptors","Axl;Kinase","","","TRUE","CellChatDB v2"
"PROS1_MERTK","PROS","PROS1","MERTK","","","","","Secreted Signaling","PROS1 - MERTK","PMID: 34631419","FALSE","PROS1","","Secreted","Blood coagulation, Disulfide bond, Secreted, Gamma-carboxyglutamic acid, EGF-like domain, Thrombophilia, Glycoprotein, Disease variant, Fibrinolysis, Hydroxylation, Signal, Reference proteome, Calcium, Cleavage on pair of basic residues, Zymogen, 3D-structure, Hemostasis, Repeat","",NA,"MERTK","Protein kinase superfamily, Tyr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, 3D-structure, Nucleotide-binding, Retinitis pigmentosa","Receptors","Axl;Kinase","","","TRUE","CellChatDB v2"
"COL1A1_ITGA1_ITGB1","COLLAGEN","COL1A1","ITGA1_ITGB1","","","","","ECM-Receptor","COL1A1 - (ITGA1+ITGB1)","KEGG: hsa04512","FALSE","COL1A1","Fibrillar collagen","Extracellular matrix, Secreted, Extracellular space","Secreted, Osteogenesis imperfecta, Disulfide bond, Extracellular matrix, Glycoprotein, Disease variant, Chromosomal rearrangement, Signal, Reference proteome, Pyrrolidone carboxylic acid, Collagen, Metal-binding, Phosphoprotein, Direct protein sequencing, Ehlers-Danlos syndrome, Calcium, 3D-structure, Hydroxylation, Dwarfism, Repeat","secreted","FALSE","ITGB1, ITGA1","Integrin beta chain, Integrin alpha chain","Ruffle membrane, Melanosome, Ruffle, Focal adhesion, Cell projection, Cleavage furrow, Recycling endosome, Invadopodium membrane, Lamellipodium, Cell membrane, Cell surface, Cell junction, Membrane","Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Endosome, Host cell receptor for virus entry, Receptor, Magnesium, Alternative splicing, Repeat, Glycoprotein, Cell projection, Signal, Reference proteome, Integrin, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Direct protein sequencing, Calcium, Acetylation, Isopeptide bond, 3D-structure, Cell junction, Cell adhesion, Myogenesis, Ubl conjugation","Receptors","Integrin;Other_receptors","Adhesion receptor","","TRUE","CellChatDB v1"
