"sender","receiver","pathway","cluster","dataset","weight"
"Leydig","Sertoli","COLLAGEN","C4","healthy",0.00824588796981282
"Myoid","Sertoli","COLLAGEN","C4","healthy",0.00489206514155098
"Fibroblast","Sertoli","COLLAGEN","C4","healthy",0.00105395951775499
"Sertoli","Leydig","COLLAGEN","C4","healthy",0.00544273616513624
"Leydig","Leydig","COLLAGEN","C4","healthy",0.00245709290919398
"Myoid","Leydig","COLLAGEN","C4","healthy",0.00145012166973757
"Sertoli","Myoid","COLLAGEN","C4","healthy",0.00276803262937251
"Leydig","Myoid","COLLAGEN","C4","healthy",0.00124938680012413
"Myoid","Myoid","COLLAGEN","C4","healthy",0.000736998208026739
"Sertoli","SSC","JAM","C2","healthy",0.0011573645158932
"Sertoli","Sertoli","JAM","C2","healthy",0.0474417302838315
"Sertoli","Sertoli","CDH","C2","healthy",0.0267205650410534
"Sertoli","Sertoli","Testosterone","C4","healthy",0.0204018702472068
"Leydig","Sertoli","Testosterone","C4","healthy",0.00246207877959573
"Sertoli","Leydig","Testosterone","C4","healthy",0.00418325951428094
"Sertoli","SSC","NCAM","C4","healthy",0.00189525188886024
"SSC","Sertoli","NCAM","C4","healthy",0.00189525188886024
"Sertoli","Sertoli","NCAM","C4","healthy",0.0210331067000065
"Sertoli","Sertoli","Cholesterol","C1","healthy",0.00239646466137034
"Leydig","Sertoli","Cholesterol","C1","healthy",0.011826669339007
"Leydig","Leydig","Cholesterol","C1","healthy",0.00348262097301218
"Leydig","Myoid","Cholesterol","C1","healthy",0.00107691974718528
"SSC","Sertoli","APP","C2","healthy",0.000885626157563193
"Spermatid","Sertoli","APP","C2","healthy",0.00101807889904289
"Sertoli","Sertoli","APP","C2","healthy",0.0099547344620251
"Leydig","Sertoli","APP","C2","healthy",0.00388221149309896
"Spermatocyte","Spermatocyte","Estradiol","C4","healthy",0.00236673982528819
"Leydig","Spermatocyte","Estradiol","C4","healthy",0.00304955927134833
"Spermatocyte","Sertoli","Estradiol","C4","healthy",0.00168194704011808
"Leydig","Sertoli","Estradiol","C4","healthy",0.00222987564034336
"Sertoli","Sertoli","MPZ","C3","healthy",0.0132262535057671
"SSC","SSC","NRXN","C4","healthy",0.000281642610234611
"Spermatocyte","SSC","NRXN","C4","healthy",0.000625220015544888
"Spermatid","SSC","NRXN","C4","healthy",0.000237008851460171
"Sertoli","SSC","NRXN","C4","healthy",0.000339546635340797
"Spermatocyte","Spermatid","NRXN","C4","healthy",0.000217396872358324
"SSC","Sertoli","NRXN","C4","healthy",0.00145621935660076
"Spermatocyte","Sertoli","NRXN","C4","healthy",0.00292306248727415
"Spermatid","Sertoli","NRXN","C4","healthy",0.000979037467410083
"Sertoli","Sertoli","NRXN","C4","healthy",0.000881170016648405
"Sertoli","Sertoli","PROS","C2","healthy",0.00779773250556423
"Leydig","Spermatocyte","BMP","C1","healthy",0.001294179602161
"Leydig","Sertoli","BMP","C1","healthy",0.0047973040522499
"Leydig","Sertoli","IGF","C4","healthy",0.00216135436479689
"Myoid","Sertoli","IGF","C4","healthy",0.00124097917325676
"Fibroblast","Sertoli","IGF","C4","healthy",0.000963207804835228
"Leydig","Leydig","IGF","C4","healthy",0.000803755879130708
"Myoid","Leydig","IGF","C4","healthy",0.000461093709864105
"Fibroblast","Leydig","IGF","C4","healthy",0.000357556615216826
"Spermatocyte","Spermatocyte","PCDH","C4","healthy",0.00198642519886767
"Leydig","Sertoli","Androstenedione","C1","healthy",0.00324379876157487
"Leydig","Leydig","Androstenedione","C1","healthy",0.000662820206712882
"Sertoli","Sertoli","PTPR","C2","healthy",0.00166907330259506
"Sertoli","Leydig","PTPR","C2","healthy",0.000863142307344902
"Spermatocyte","Sertoli","TENASCIN","C4","healthy",0.000320174011572277
"Sertoli","Sertoli","TENASCIN","C4","healthy",0.000882306986700245
"Sertoli","Leydig","TENASCIN","C4","healthy",0.000647668839337776
"Sertoli","Myoid","TENASCIN","C4","healthy",0.000295015828644771
"Sertoli","Sertoli","CLDN","C3","healthy",0.00282164285896405
"Spermatocyte","Spermatocyte","CD39","C4","healthy",0.000528985830350785
"Spermatid","Spermatocyte","CD39","C4","healthy",0.000424009911563759
"Sertoli","Spermatocyte","CD39","C4","healthy",0.000990594015207163
"Spermatocyte","Sertoli","NECTIN","C2","healthy",0.00113681926347282
"Spermatid","Sertoli","NECTIN","C2","healthy",0.000604313560168045
"Leydig","Spermatocyte","Cort","C1","healthy",0.000477565737181996
"Leydig","Sertoli","Cort","C1","healthy",0.00121289603715104
"Sertoli","Myoid","PDGF","C4","healthy",0.00147970576054598
"Sertoli","Fibroblast","PDGF","C4","healthy",0.000340678641893572
"Sertoli","Sertoli","GAS","C2","healthy",0.00173348801424718
"Sertoli","Sertoli","EPHB","C2","healthy",0.00133186440833449
"Spermatocyte","Sertoli","CNTN","C4","healthy",0.000767260857768329
"Spermatid","Sertoli","CNTN","C4","healthy",0.000357064522064152
"Spermatocyte","Leydig","CNTN","C4","healthy",8.81093928874231e-05
"Spermatid","Leydig","CNTN","C4","healthy",4.09551745970012e-05
"Sertoli","Sertoli","PSAP","C2","healthy",0.00122818184653962
"SSC","Sertoli","EPHA","C2","healthy",0.000860861672058894
"Fibroblast","Sertoli","EPHA","C2","healthy",0.000275833723393066
"Endothelial","Sertoli","EPHA","C2","healthy",0.000126991636335834
"Sertoli","Sertoli","SEMA5","C2","healthy",0.00120545522654214
"Myoid","Sertoli","SEMA5","C2","healthy",5.83630049192189e-05
"Leydig","Sertoli","EGF","C1","healthy",0.000437892815872906
"Leydig","Leydig","EGF","C1","healthy",0.0006193080975285
"Sertoli","Sertoli","2-AG","C2","healthy",0.00107302056293961
"SSC","Sertoli","RELN","C2","healthy",0.000532555895639154
"Endothelial","Sertoli","RELN","C2","healthy",7.77226392125187e-05
"SSC","Sertoli","GAP","C4","healthy",6.25626559056167e-05
"Spermatocyte","Sertoli","GAP","C4","healthy",7.64579150979185e-05
"Sertoli","Sertoli","GAP","C4","healthy",0.000233524507899365
"Myoid","Sertoli","GAP","C4","healthy",2.53801592429033e-05
"Sertoli","SSC","NGL","C4","healthy",0.000358474496885377
"SSC","Spermatid","Netrin","C2","healthy",8.56640036426757e-05
"Sertoli","Myoid","Netrin","C2","healthy",0.00010114441582995
"Spermatocyte","Leydig","FGF","C4","healthy",0.00022424278629266
"Spermatid","Sertoli","SEMA6","C2","healthy",3.12206572840647e-05
"Sertoli","Sertoli","SEMA6","C2","healthy",7.45362675804118e-05
"Sertoli","Endothelial","SEMA6","C2","healthy",6.38745499402081e-05
"SSC","Endothelial","SEMA3","C4","healthy",1.19853070829585e-05
"Sertoli","Endothelial","SEMA3","C4","healthy",0.00018754526323497
"Sertoli","Myoid","VCAM","C4","healthy",6.39107112289338e-05
"Leydig","Myoid","VCAM","C4","healthy",6.53554467077612e-05
"Sertoli","Sertoli","CD99","C3","healthy",5.36939295098467e-05
"SSC","Spermatid","NT","C2","healthy",2.43931455723488e-05
"Spermatid","Spermatid","NEGR","C4","healthy",1.9432201090123e-06
"Sertoli","SSC","ADGRL","C4","crypto",0.00103452902756421
"Fibroblast","SSC","ADGRL","C4","crypto",0.000149164629952623
"SSC","Sertoli","ADGRL","C4","crypto",0.00572636243967174
"Spermatocyte","Sertoli","ADGRL","C4","crypto",0.00133642015725789
"Spermatid","Sertoli","ADGRL","C4","crypto",0.00256357252950525
"Sertoli","Sertoli","ADGRL","C4","crypto",0.232621521949851
"Leydig","Sertoli","ADGRL","C4","crypto",0.000905146785631777
"Myoid","Sertoli","ADGRL","C4","crypto",0.00134821609889962
"Fibroblast","Sertoli","ADGRL","C4","crypto",0.0106368091942005
"Endothelial","Sertoli","ADGRL","C4","crypto",0.00115100571679296
"Sertoli","Leydig","ADGRL","C4","crypto",0.000535606127401998
"Sertoli","Myoid","ADGRL","C4","crypto",0.00100310472085672
"Fibroblast","Myoid","ADGRL","C4","crypto",0.000185476153507321
"Sertoli","Fibroblast","ADGRL","C4","crypto",0.00336348269167368
"Sertoli","Endothelial","ADGRL","C4","crypto",0.00140419989621504
"Sertoli","SSC","CADM","C2","crypto",0.00243282842203132
"Sertoli","Sertoli","CADM","C2","crypto",0.172070940168827
"Sertoli","Fibroblast","CADM","C2","crypto",0.00220877093955233
"Sertoli","SSC","LAMININ","C4","crypto",0.00240050539144096
"SSC","Sertoli","LAMININ","C4","crypto",0.000252563138521022
"Sertoli","Sertoli","LAMININ","C4","crypto",0.139669195172884
"Leydig","Sertoli","LAMININ","C4","crypto",0.000611693962569245
"Myoid","Sertoli","LAMININ","C4","crypto",0.00152794539362819
"Fibroblast","Sertoli","LAMININ","C4","crypto",0.00509163851136206
"Sertoli","Leydig","LAMININ","C4","crypto",0.00147033505474052
"Sertoli","Myoid","LAMININ","C4","crypto",0.00384322830383356
"SSC","SSC","NRG","C4","crypto",0.000150990028582445
"SSC","Spermatid","NRG","C4","crypto",0.000102611352810433
"SSC","Sertoli","NRG","C4","crypto",0.012246554379579
"Spermatocyte","Sertoli","NRG","C4","crypto",0.00502232360638303
"Spermatid","Sertoli","NRG","C4","crypto",0.00611506262026892
"Sertoli","Sertoli","NRG","C4","crypto",0.0964185574707107
"SSC","Fibroblast","NRG","C4","crypto",3.64990278447096e-05
"Sertoli","Sertoli","NCAM","C2","crypto",0.110455958550401
"SSC","SSC","CDH","C2","crypto",6.85099763259073e-06
"Sertoli","Sertoli","CDH","C2","crypto",0.0706034989688193
"Sertoli","Sertoli","JAM","C2","crypto",0.0547455047357792
"Sertoli","Sertoli","MPZ","C3","crypto",0.0278388424804339
"SSC","SSC","PTPRM","C4","crypto",0.000257365181073746
"Sertoli","SSC","PTPRM","C4","crypto",0.00520271299215243
"Fibroblast","SSC","PTPRM","C4","crypto",0.000403262116348223
"Sertoli","Spermatid","PTPRM","C4","crypto",0.00326604738703523
"SSC","Sertoli","PTPRM","C4","crypto",0.00520271299215243
"Spermatid","Sertoli","PTPRM","C4","crypto",0.00326604738703523
"SSC","Fibroblast","PTPRM","C4","crypto",0.000403262116348223
"Fibroblast","Fibroblast","PTPRM","C4","crypto",0.0006199083661928
"Sertoli","Sertoli","Testosterone","C2","crypto",0.0120728339470145
"Sertoli","Sertoli","APP","C4","crypto",0.00594181146999071
"Sertoli","Endothelial","APP","C4","crypto",0.000437150848029163
"Myoid","Sertoli","IGF","C4","crypto",0.000744065637164749
"Fibroblast","Sertoli","IGF","C4","crypto",0.00379788414451207
"Fibroblast","Leydig","IGF","C4","crypto",4.4314830418458e-05
"Fibroblast","Fibroblast","IGF","C4","crypto",7.01152413472319e-05
"SSC","SSC","NRXN","C4","crypto",9.58765395997296e-05
"SSC","Sertoli","NRXN","C4","crypto",0.00104718370676953
"Spermatocyte","Sertoli","NRXN","C4","crypto",0.000318198956721411
"Spermatid","Sertoli","NRXN","C4","crypto",0.000939257635528689
"SSC","Fibroblast","NRXN","C4","crypto",0.000230305637797934
"Spermatid","Fibroblast","NRXN","C4","crypto",0.000198388470600948
"SSC","Sertoli","EPHA","C2","crypto",0.00102246423980748
"Fibroblast","Sertoli","EPHA","C2","crypto",0.000576269731911089
"SSC","Sertoli","SLIT","C2","crypto",0.00207560229011276
"SSC","Fibroblast","SLIT","C2","crypto",8.59531899001256e-05
"Sertoli","SSC","COLLAGEN","C4","crypto",0.000476177340625346
"Fibroblast","SSC","COLLAGEN","C4","crypto",5.90998530214797e-05
"Sertoli","Leydig","COLLAGEN","C4","crypto",0.000293961777757001
"Sertoli","Myoid","COLLAGEN","C4","crypto",0.00077726784635337
"Fibroblast","Myoid","COLLAGEN","C4","crypto",9.66453880593006e-05
"Sertoli","Fibroblast","PDGF","C4","crypto",0.00183065830119102
"Myoid","Fibroblast","PDGF","C4","crypto",1.96107618304515e-05
"Sertoli","Sertoli","EPHB","C2","crypto",0.000965270616741424
"Sertoli","Sertoli","PROS","C3","crypto",0.00116190126830354
"SSC","Sertoli","NECTIN","C2","crypto",8.97284757384975e-05
"Sertoli","Sertoli","NECTIN","C2","crypto",0.000919259109136516
"Leydig","Sertoli","Cholesterol","C1","crypto",0.000556515795597361
"Leydig","Fibroblast","Cholesterol","C1","crypto",4.83722812163447e-05
"Sertoli","SSC","Netrin","C2","crypto",0.000341773370777489
"Sertoli","Spermatid","Netrin","C2","crypto",0.000231841351379622
"Leydig","Sertoli","PTN","C1","crypto",0.000296370919934949
"Leydig","Fibroblast","PTN","C1","crypto",3.88481422180126e-05
"Endothelial","Sertoli","CD45","C4","crypto",0.000342252230251597
"Sertoli","SSC","SPP1","C4","crypto",0.000170839441445823
"SSC","Sertoli","NOTCH","C2","crypto",0.000305206849864932
"SSC","Fibroblast","NOTCH","C2","crypto",1.01878969272071e-05
"Sertoli","SSC","SEMA6","C4","crypto",0.000151978760934699
"Leydig","Sertoli","Androstenedione","C4","crypto",8.84352236054786e-05
"Sertoli","SSC","CD46","C4","crypto",4.14904799630992e-05
"SSC","SSC","NGL","C2","crypto",6.12553166858378e-06
"Spermatid","SSC","NGL","C2","crypto",4.03574406450874e-06
